filename,label
1.html,福建省$厦门市$集美区$侨英街道$侨英路$677号$118.11197536$24.6021209
2.html,黑龙江省$大庆市$让胡路区$西宾街道$江苏路$13号$124.893692$46.61925066
3.html,广东省$广州市$海珠区$凤阳街道$迎祥大街$1号$113.29385275$23.08477687
4.html,河北省$保定市$蠡县$蠡吾镇$蠡吾南大街$25号$115.5849646$38.4977358
5.html,广东省$广州市$增城区$新塘镇$广深大道中$136号$113.6109585$23.121891
6.html,湖北省$武汉市$江岸区$大智街街道$铭新街$46号$114.29178$30.587183
7.html,福建省$泉州市$丰泽区$北峰街道$丰惠路$15号$118.57757766$24.93364583
8.html,广东省$广州市$花都区$新华街道$华南路$6-1号$113.2076938$23.3692014
9.html,福建省$福州市$台江区$鳌峰街道$鳌峰路$26号$119.3390035$26.055715
10.html,河北省$廊坊市$霸州市$霸州镇$迎宾东道$294号$116.3992535$39.125037
11.html,福建省$福州市$仓山区$城门镇$永南路$10号$119.37640223$25.98748166
12.html,广东省$广州市$南沙区$南沙街道$珠江西路$53号$113.573557$22.744614
13.html,广东省$广州市$天河区$凤凰街道$高普路$94号$113.411217$23.178534
14.html,湖北省$荆门市$钟祥市$旧口镇$四化路$67号$112.671777$30.862176
15.html,甘肃省$酒泉市$肃州区$东南街街道$龙腾路$15-9-1号$98.52243075$39.73609025
16.html,安徽省$黄山市$歙县$徽城镇$新安路$34号$118.42474266$29.8680315
17.html,福建省$福州市$平潭县$岚城乡$福胜东路$132号$119.78622242$25.50245135
18.html,福建省$福州市$台江区$新港街道$老药洲街$4号$119.3147135$26.0551315
19.html,安徽省$合肥市$瑶海区$大通路街道$东一环路$164号$117.313855$31.861328
20.html,广东省$广州市$天河区$石牌街道$天河东路$822号$113.338884$23.138371
21.html,安徽省$黄山市$徽州区$徽州街道$永佳大道$185号6栋$118.350849$29.82736428
22.html,湖北省$武汉市$江汉区$万松街街道$青年路$645号$114.260868$30.592825
23.html,海南省$海口市$秀英区$海秀镇$白水塘路$36号$110.29928983$19.98394158
24.html,安徽省$合肥市$蜀山区$莲花社区$莲花路$1239号$117.23151$31.758841
25.html,河北省$保定市$易县$易州镇$易兴东路$207号$115.505051$39.354379
26.html,湖北省$襄阳市$樊城区$王寨街道$春园西路$5-10号$112.126066$32.05319825
27.html,广西壮族自治区$南宁市$西乡塘区$北湖街道$衡阳东路$3号$108.31567$22.83586
28.html,福建省$厦门市$思明区$中华街道$思明东路$27-1号$118.081243$24.456379
29.html,河北省$保定市$容城县$容城镇$正义路$19号$115.86869425$39.0550185
30.html,湖北省$武汉市$洪山区$洪山街道$岭南路$186号$114.333135$30.5122556
31.html,河北省$廊坊市$霸州市$信安镇$振国道$267号$116.646627$39.139122
32.html,湖北省$武汉市$江岸区$台北街街道$台北路$148号$114.28032975$30.5972605
33.html,广东省$广州市$增城区$永宁街道$荔园大道$18号$113.59415933$23.175696
34.html,湖北省$武汉市$江岸区$大智街街道$保华街$11号$114.2925095$30.5834315
35.html,湖北省$武汉市$江岸区$四唯街街道$中山大道$1418号$114.3055255$30.600579
36.html,湖北省$武汉市$江汉区$唐家墩街街道$马场路$200号$114.26803661$30.61189054
37.html,河南省$郑州市$巩义市$北山口镇$陇海路$106号$113.03733956$34.73766925
38.html,河北省$保定市$博野县$博野镇$博明中路$160号$115.465589$38.459856
39.html,湖北省$武汉市$江夏区$佛祖岭街道$光谷二路$15号$114.463891$30.431428
40.html,广东省$广州市$越秀区$登峰街道$麓景路$128号$113.27976108$23.14527825
41.html,湖北省$襄阳市$樊城区$高新区团山镇$团山大道$139号$112.138136$32.103859
42.html,广东省$广州市$从化区$江埔街道$从樟一路$200号$113.623019$23.527355
43.html,广东省$广州市$海珠区$素社街道$东晓路$190号$113.283206$23.099641
44.html,安徽省$阜阳市$颍上县$慎城镇$解放路$242号$116.26202431$32.6424885
45.html,福建省$厦门市$思明区$莲前街道$莲前东路$886-1号$118.168455$24.472935
46.html,广东省$广州市$天河区$五山街道$长福路$29号$113.3580405$23.1671345
47.html,湖北省$武汉市$新洲区$邾城街道$文昌大道$171号$114.812482$30.83704
48.html,福建省$福州市$仓山区$金山街道$建新中路$12号$119.257575$26.048509
49.html,广东省$广州市$海珠区$新港街道$鹭江西街$142号$113.30707116$23.09198983
50.html,湖南省$常德市$石门县$楚江镇$楚江路$1号$111.37462433$29.579556
51.html,广东省$广州市$南沙区$东涌镇$东兴二路$101号$113.45863$22.884951
52.html,广西壮族自治区$百色市$平果县$马头镇$铝城大道$409号$107.549172$23.331309
53.html,湖北省$武汉市$黄陂区$前川街道$落驾一里$8号$114.379591$30.876238
54.html,广东省$广州市$白云区$石井街道$向西大道$5号$113.251916$23.2309506
55.html,安徽省$阜阳市$太和县$城关镇$细阳南路$158号$115.62925166$33.150285
56.html,广东省$广州市$海珠区$华洲街道$小洲东路$229号$113.36047966$23.06125016
57.html,广东省$广州市$南沙区$东涌镇$培贤东路$24-1号$113.460558$22.882934
58.html,安徽省$合肥市$蜀山区$荷叶地街道$金寨南路$171号$117.233938$31.79435
59.html,广东省$广州市$白云区$石井街道$车场直街$31号$113.251263$23.2196795
60.html,河北省$廊坊市$广阳区$廊坊经济技术开发区$银河北路$328号$116.691545$39.587661
61.html,福建省$泉州市$晋江市$罗山街道$拥军路$21号$118.560753$24.78378966
62.html,河北省$保定市$莲池区$杨庄乡$天威东路$1192号$115.539722$38.846374
63.html,广东省$广州市$增城区$增江街道$东山路$20-22号$113.844066$23.291556
64.html,广西壮族自治区$南宁市$江南区$福建园街道$亭高路$10号$108.322342$22.783289
65.html,福建省$厦门市$思明区$梧村街道$文屏路$83-12号$118.11554$24.459219
66.html,福建省$泉州市$德化县$浔中镇$浔北路$3号$118.24971833$25.49598595
67.html,广西壮族自治区$南宁市$西乡塘区$新阳街道$中尧南路$92号$108.288828$22.80958
68.html,甘肃省$酒泉市$瓜州县$渊泉镇$小康路$29号$95.784797$40.5218865
69.html,广东省$广州市$白云区$三元里街道$云城南二路$179-118号$113.265778$23.172338
70.html,广东省$广州市$白云区$新市街道$新市新达路$60号$113.26069$23.193071
71.html,福建省$厦门市$同安区$五显镇$五显中路$467-之2号$118.17502$24.74716
72.html,广东省$广州市$番禺区$市桥街道$桥兴大道$150-154号$113.360283$22.951251
73.html,广东省$广州市$荔湾区$南源街道$南岸路$59号$113.22991175$23.133415
74.html,福建省$厦门市$同安区$大同街道$朝洋路$119号$118.144149$24.739725
75.html,广东省$广州市$白云区$石井街道$大朗北路$6号$113.25167936$23.24375454
76.html,福建省$厦门市$集美区$集美街道$集源路$108-之3号$118.105093$24.574658
77.html,广东省$广州市$番禺区$东环街道$桥兴大道$288号$113.3605715$22.9655325
78.html,福建省$厦门市$翔安区$马巷镇$巷南路$157号$118.252649$24.659737
79.html,安徽省$合肥市$蜀山区$三里庵街道$合作化南路$188号$117.252269$31.851343
80.html,广东省$广州市$越秀区$六榕街道$东风西路$154号$113.25269091$23.13250041
81.html,黑龙江省$鸡西市$密山市$中心街道$晨光街$62号$131.873275$45.541618
82.html,广东省$广州市$天河区$天园街道$骏景路$3860号$113.385765$23.12254033
83.html,广东省$广州市$番禺区$新造镇$兴华路$102号$113.421406$23.034745
84.html,湖北省$荆门市$钟祥市$郢中街道$西环二路$3号$112.570934$31.157229
85.html,湖北省$襄阳市$枣阳市$枣阳经济开发区$前进路$83号$112.74937066$32.128693
86.html,广东省$广州市$黄埔区$红山街道$黄埔东路$1578号$113.486574$23.087848
87.html,河南省$郑州市$金水区$祭城路街道$黄河东路$64号$113.743835$34.76108736
88.html,广西壮族自治区$南宁市$江南区$福建园街道$平西路$36号$108.316261$22.7972912
89.html,黑龙江省$大庆市$龙凤区$开发区黎明街道$火炬新街$7号$125.14198$46.572597
90.html,福建省$厦门市$湖里区$湖里街道$南山路$16号$118.09928$24.503191
91.html,广东省$广州市$天河区$猎德街道$海清路$5号$113.33809881$23.11380587
92.html,黑龙江省$大庆市$龙凤区$开发区黎明街道$纬二路$339号$125.13379433$46.57711466
93.html,福建省$福州市$晋安区$新店镇$福飞北路$175号$119.300723$26.13103581
94.html,广东省$广州市$天河区$沙河街道$永福正街$49号$113.30688$23.14567675
95.html,广西壮族自治区$来宾市$兴宾区$城东街道$柳来路$472号$109.233438$23.738421
96.html,湖北省$武汉市$武昌区$徐家棚街街道$宏昌路$038号$114.34475054$30.58666
97.html,湖北省$武汉市$汉阳区$鹦鹉街街道$自力一街$31号$114.26812526$30.53996615
98.html,福建省$厦门市$集美区$杏林街道$杏林东路$5-之10号$118.043401$24.564924
99.html,广西壮族自治区$南宁市$隆安县$城厢镇$金塔街$72号$107.7010285$23.172321
100.html,广东省$广州市$番禺区$沙湾镇$福北路$404号$113.32593$22.912796
101.html,河北省$保定市$徐水区$大王店镇$复兴路$61号$115.4387235$39.060115
102.html,河南省$郑州市$中原区$汝河路街道$淮河西路$85-3号$113.6004072$34.7287454
103.html,甘肃省$酒泉市$肃州区$泉湖乡$东环北路$26号$98.520995$39.75135
104.html,福建省$泉州市$鲤城区$江南街道$兴贤路$446号$118.56605771$24.897818
105.html,湖北省$武汉市$江岸区$后湖街街道$建设新村路$158号$114.318618$30.641364
106.html,安徽省$黄山市$徽州区$徽州街道$紫金路$3号$118.366479$29.831001
107.html,福建省$福州市$罗源县$凤山镇$西大路$16号$119.5448198$26.4866264
108.html,河南省$三门峡市$渑池县$城关镇$海露北街$60号$111.7706625$34.75802962
109.html,河南省$郑州市$新郑市$龙湖镇$祥和路$7号$113.70385528$34.62097733
110.html,福建省$泉州市$晋江市$磁灶镇$溪滨路$5-5号$118.501042$24.837035
111.html,湖北省$武汉市$洪山区$卓刀泉街道$雄楚大道$802号$114.3887996$30.4991567
112.html,安徽省$黄山市$歙县$徽城镇$新安路$18号$118.428604$29.86762
113.html,湖北省$武汉市$武昌区$$武珞路$23号$114.34635941$30.52978283
114.html,安徽省$合肥市$蜀山区$五里墩街道$金牛路$164号$117.2365358$31.864963
115.html,安徽省$阜阳市$临泉县$城关镇$城中北路$143号$115.25825$33.062656
116.html,福建省$厦门市$集美区$后溪镇$学院路$295号101$118.085253$24.63259
117.html,海南省$海口市$龙华区$城西镇$南海大道$80号$110.327202$19.994406
118.html,安徽省$合肥市$蜀山区$蜀山新产业园区$井岗路$242号$117.1758425$31.8576425
119.html,河北省$保定市$定州市$西城区街道$中兴西路$229号$114.96956362$38.50682375
120.html,福建省$泉州市$德化县$龙浔镇$龙津路$9号$118.23053588$25.48986255
121.html,广东省$广州市$南沙区$东涌镇$吉祥西路$69号$113.451636$22.883063
122.html,湖北省$襄阳市$襄州区$峪山镇$兴峪路$50号$112.376074$31.988725
123.html,福建省$厦门市$思明区$莲前街道$文兴东路$38号$118.172332$24.468114
124.html,广东省$广州市$天河区$猎德街道$平月路$13号$113.3438015$23.11463175
125.html,湖北省$武汉市$江汉区$万松街街道$建设大道$572号$114.26855473$30.59457926
126.html,福建省$厦门市$同安区$新民镇$集群路$364号$118.126502$24.693703
127.html,湖北省$武汉市$东西湖区$慈惠街道$团结街$531号$114.1256465$30.6081445
128.html,广西壮族自治区$南宁市$兴宁区$朝阳街道$虎邱东路$45号$108.333728$22.84659433
129.html,安徽省$合肥市$庐阳区$逍遥津街道$庐江路$16号$117.2883158$31.8579232
130.html,福建省$福州市$福清市$石竹街道$清宏路$3号$119.3413566$25.71611768
131.html,湖北省$襄阳市$襄城区$檀溪街道$宝通路$7号$112.101093$32.004139
132.html,福建省$福州市$仓山区$建新镇$金林路$33号B幢$119.25608561$26.06197788
133.html,河南省$郑州市$新郑市$新建路街道$阁老路$154号$113.7229785$34.3990235
134.html,福建省$厦门市$海沧区$海沧街道$沧虹路$15号$118.03117$24.49369
135.html,广西壮族自治区$南宁市$良庆区$大沙田街道$民安路$63号$108.3182235$22.763442
136.html,广东省$广州市$花都区$新华街道$新华路$49-1号$113.217456$23.377896
137.html,广东省$广州市$增城区$新塘镇$天桥二路$5号$113.560068$23.119204
138.html,黑龙江省$鸡西市$密山市$中心街道$东安街$23号$131.876056$45.5465145
139.html,福建省$厦门市$思明区$鼓浪屿街道$龙头路$304号$118.0709105$24.44496
140.html,河北省$保定市$涿州市$双塔街道$城西北街$60号$115.9649545$39.490309
141.html,安徽省$合肥市$庐阳区$逍遥津街道$阜南路$66号$117.2840305$31.870307
142.html,广东省$广州市$越秀区$珠光街道$万福路$220号$113.270426$23.119167
143.html,海南省$三亚市$天涯区$河西区街道$金鸡岭街$193号$109.491587$18.2706955
144.html,黑龙江省$大庆市$让胡路区$龙岗街道$昆仑大街$132-3号$124.88508666$46.63017666
145.html,广西壮族自治区$百色市$右江区$百城街道$城乡路$117号$106.61126585$23.88501045
146.html,广东省$广州市$南沙区$南沙街道$海景路$101号$113.579874$22.745498
147.html,广东省$广州市$黄埔区$联和街道$神舟路$52号$113.433437$23.169483
148.html,广东省$广州市$白云区$太和镇$太和中路$104号$113.35723322$23.29236011
149.html,福建省$泉州市$晋江市$梅岭街道$松竹路$104号$118.5767858$24.8271172
150.html,安徽省$合肥市$瑶海区$长淮街道$新蚌埠路$8号$117.30591055$31.88766477
151.html,广西壮族自治区$南宁市$青秀区$中山街道$七星路$128号43栋$108.329602$22.807499
152.html,湖北省$武汉市$洪山区$梨园街道$武汉大道$169号$114.3607815$30.578597
153.html,广西壮族自治区$百色市$那坡县$城厢镇$龙泉街$49号$105.84300166$23.409597
154.html,广西壮族自治区$南宁市$青秀区$中山街道$双拥路$17号$108.34470533$22.799543
155.html,广东省$广州市$增城区$荔城街道$府佑路$4号$113.827569$23.277849
156.html,广东省$广州市$荔湾区$站前街道$陈岗路$61号$113.25018266$23.14154933
157.html,福建省$泉州市$丰泽区$城东街道$浔江路$211号$118.652198$24.918468
158.html,安徽省$阜阳市$颍州区$清河街道$阜王路$580号$115.810459$32.880343
159.html,湖北省$武汉市$江岸区$一元街街道$黎黄陂路$19号$114.299852$30.587284
160.html,湖北省$武汉市$江汉区$前进街街道$中山大道$377号$114.285211$30.5756465
161.html,广东省$广州市$白云区$太和镇$南岭工业区南路$42号$113.3068416$23.2685828
162.html,安徽省$阜阳市$颍州区$阜阳开发区京九街道$纬四路$350号$115.8616144$32.8541532
163.html,河北省$保定市$涞水县$三坡镇$中心街$32号$115.393583$39.682529
164.html,广东省$广州市$越秀区$东山街道$寺右新马路$168-05号$113.312845$23.119218
165.html,河南省$开封市$祥符区$城关镇$宏达大道南段$137号$114.42930566$34.75416866
166.html,福建省$厦门市$同安区$新民镇$集兴路$19号$118.123612$24.676936
167.html,广东省$广州市$白云区$松洲街道$广海路$180号$113.22129325$23.18481225
168.html,福建省$厦门市$集美区$灌口镇$灌口大道$1567号$117.99079063$24.61278027
169.html,湖北省$武汉市$武昌区$水果湖街街道$楚汉路$6号$114.33757165$30.55988352
170.html,河南省$郑州市$金水区$未来路街道$民航路$近德亿歌剧院$113.716447$34.766967
171.html,湖北省$荆门市$钟祥市$客店镇$黄金路$12号$112.873344$31.359195
172.html,河北省$保定市$清苑区$清苑镇$清苑北路$267号$115.4908705$38.7730255
173.html,河南省$郑州市$二七区$长江路街道$航海中路$119-6号$113.647031$34.720232
174.html,湖北省$武汉市$江夏区$纸坊街道$文化大道$30-34号$114.3232105$30.3630635
175.html,广东省$东莞市$$企石镇$江滨路$59号$114.024565$23.076018
176.html,湖北省$武汉市$江汉区$唐家墩街街道$金墩街$5号$114.259669$30.615693
177.html,河北省$廊坊市$广阳区$新源道街道$新源道$208号$116.72859011$39.54659544
178.html,广东省$广州市$海珠区$龙凤街道$现代一街$68-70号$113.25694125$23.09040875
179.html,河北省$保定市$高碑店市$白沟镇$富强路$213号$116.02542266$39.11460433
180.html,广东省$广州市$增城区$荔城街道$西城路$19号$113.83126933$23.28869233
181.html,福建省$厦门市$同安区$大同街道$市场路$96号$118.147081$24.732406
182.html,广东省$广州市$番禺区$沙头街道$捷进西路$79号$113.350237$22.945768
183.html,河北省$保定市$竞秀区$保定国家高新区$复兴西路$1034号$115.462656$38.895476
184.html,广东省$广州市$海珠区$琶洲街道$新港东路$77号$113.41165$23.090071
185.html,安徽省$阜阳市$阜南县$安徽阜南经济开发区$府前路$26号$115.61762683$32.65085033
186.html,福建省$福州市$鼓楼区$安泰街道$八一七北路$213-2号$119.301603$26.079623
187.html,广东省$广州市$黄埔区$东区街道$白泥街$67号$113.487364$23.154173
188.html,福建省$厦门市$湖里区$禾山街道$岐山北路$117号$118.14929933$24.52739116
189.html,福建省$福州市$鼓楼区$温泉街道$树汤路$23号$119.308868$26.102021
190.html,广东省$广州市$番禺区$小谷围街道$大学城中环东路$1号$113.3947935$23.060364
191.html,广东省$广州市$南沙区$大岗镇$环城东路$33号$113.415998$22.808828
192.html,湖北省$武汉市$武昌区$杨园街街道$才华街$18号$114.3431292$30.5956432
193.html,湖北省$武汉市$黄陂区$滠口街道$滠阳大街$147-149号$114.354126$30.713201
194.html,广东省$广州市$海珠区$赤岗街道$大江直街$自编3号$113.31169525$23.09995687
195.html,福建省$福州市$台江区$鳌峰街道$鳌峰路$38号$119.33966416$26.05511237
196.html,湖北省$武汉市$东西湖区$走马岭街道$东西湖大道$4961号$114.045071$30.639316
197.html,福建省$福州市$仓山区$盖山镇$首山路$153号$119.315495$26.018116
198.html,黑龙江省$伊春市$伊春区$前进街道$青山中大街$210号$128.896216$47.71663066
199.html,福建省$福州市$闽清县$梅城镇$台山路$122号$118.8735918$26.2210022
200.html,广东省$广州市$越秀区$矿泉街道$三元里大道$341号$113.256529$23.159593
201.html,河北省$保定市$莲池区$和平里街道$永华南大街$65号$115.498252$38.866542
202.html,湖北省$武汉市$青山区$新沟桥街道$红钢一街$16附1号$114.395099$30.642713
203.html,安徽省$合肥市$蜀山区$笔架山街道$习友路$934号$117.21816033$31.80194233
204.html,广西壮族自治区$南宁市$青秀区$新竹街道$星湖路$39号$108.34542653$22.80965286
205.html,安徽省$黄山市$屯溪区$黎阳镇$西海路$1-29号$118.287758$29.701581
206.html,湖北省$襄阳市$老河口市$酂阳街道$汉江大道$42-20号$111.670873$32.378639
207.html,广东省$广州市$番禺区$化龙镇$潭山大道$47号$113.460388$22.999359
